-0.068911	0.035153	-0.005524
-0.070031	0.034033	-0.004470
-0.069109	0.033571	-0.004009
-0.069109	0.034494	-0.004931
-0.069800	0.035185	-0.004240
-0.066539	0.033571	-0.007040
-0.066539	0.035416	-0.007040
-0.067462	0.035416	-0.006579
-0.066407	0.033440	-0.005129
-0.067593	0.033835	-0.005920
-0.067396	0.033637	-0.005327
-0.069545	0.036553	-0.004248
-0.068507	0.036553	-0.005804
-0.068507	0.038109	-0.004767
-0.066432	0.036956	-0.006957
-0.066432	0.038167	-0.006554
-0.067643	0.038167	-0.005747
-0.067643	0.036956	-0.006150
-0.069083	0.033769	-0.001830
-0.069590	0.033769	-0.002337
-0.070350	0.034529	-0.002591
-0.070883	0.034555	-0.001146
-0.070654	0.033870	-0.000918
-0.069514	0.033642	-0.000234
-0.070624	0.036009	-0.001349
-0.067198	0.033440	-0.003457
-0.066210	0.033637	-0.002864
-0.068186	0.033637	-0.003655
-0.067198	0.033440	-0.001349
-0.065814	0.033637	-0.001151
-0.067791	0.033637	-0.001547
-0.068911	0.039542	-0.001884
-0.069179	0.039274	-0.001617
-0.070785	0.037669	-0.001081
-0.069446	0.037936	-0.001884
-0.065677	0.033843	-0.006908
-0.065677	0.033843	-0.007353
-0.064787	0.033843	-0.006463
-0.065677	0.035622	-0.007797
-0.064103	0.033712	-0.008117
-0.063898	0.033507	-0.006269
-0.063693	0.034122	-0.007706
-0.063738	0.035536	-0.008254
-0.064537	0.035377	-0.008094
-0.061532	0.033256	-0.009354
-0.061532	0.034351	-0.009719
-0.062626	0.033986	-0.008989
-0.062991	0.033621	-0.007940
-0.062262	0.033621	-0.007575
-0.061167	0.033621	-0.007575
-0.062398	0.035536	-0.008898
-0.061281	0.036015	-0.009058
-0.061007	0.033324	-0.005500
-0.062786	0.033324	-0.005944
-0.061897	0.033324	-0.005500
-0.064376	0.038373	-0.007172
-0.065413	0.038373	-0.006826
-0.064376	0.036989	-0.007517
-0.065586	0.036816	-0.007345
-0.063956	0.036866	-0.007987
-0.063585	0.038471	-0.007715
-0.062399	0.038471	-0.008012
-0.062028	0.037162	-0.008283
-0.061683	0.038546	-0.008283
-0.061683	0.037162	-0.008629
-0.065117	0.033456	-0.002897
-0.064326	0.033456	-0.002502
-0.065710	0.033258	-0.004676
-0.064524	0.033258	-0.004676
-0.061633	0.033332	-0.003811
-0.063536	0.033160	-0.004330
-0.062671	0.033332	-0.003811
-0.064870	0.033456	-0.000863
-0.064079	0.033456	-0.000468
-0.063486	0.033258	-0.002247
-0.061337	0.033332	-0.001827
-0.062028	0.033332	-0.000443
-0.062374	0.033332	-0.002173
-0.063066	0.033332	-0.000443
-0.067565	0.039619	-0.005280
-0.066464	0.039619	-0.005830
-0.066739	0.040444	-0.005555
-0.067290	0.040536	-0.004362
-0.066189	0.041637	-0.004362
-0.066464	0.041913	-0.003536
-0.068575	0.042096	-0.000233
-0.069676	0.040444	-0.000233
-0.068575	0.040444	-0.001334
-0.070226	0.039343	-0.000233
-0.066669	0.041814	-0.002244
-0.067336	0.042036	-0.001133
-0.068003	0.040925	-0.001800
-0.066249	0.042876	-0.001380
-0.065804	0.042876	-0.002269
-0.067138	0.043321	-0.000490
-0.065422	0.040914	-0.005483
