CacheSize; PageFaults
10;45796
11;39000
12;33977
13;29894
14;26517
15;23650
16;21167
17;19003
18;17039
19;15288
20;13687
21;12230
22;10877
23;9616
24;8468
25;7423
26;6447
27;5549
28;4723
29;3969
30;3273
31;2639
32;2107
33;1661
34;1289
35;991
36;793
37;624
38;488
39;374
40;285
41;219
42;170
43;139
44;119
45;102
46;90
47;83
48;79
49;76
50;74
51;72
52;70
53;68
54;67
55;67
56;67
57;67
58;67
59;67
60;67
61;67
62;67
63;67
64;67
65;67
66;67
67;67
68;67
69;67
