CacheSize; PageFaults
10;74650
11;64669
12;57785
13;52716
14;48351
15;44832
16;41795
17;39275
18;36816
19;34744
20;32519
21;30363
22;28359
23;26370
24;24628
25;23155
26;21512
27;19923
28;18168
29;16502
30;14484
31;11849
32;9529
33;7242
34;5335
35;3611
36;2852
37;2254
38;1716
39;1179
40;797
41;558
42;411
43;304
44;221
45;177
46;156
47;120
48;109
49;102
50;95
51;87
52;85
53;79
54;75
55;75
56;73
57;73
58;70
59;70
60;69
61;68
62;67
63;68
64;67
65;67
66;67
67;67
68;67
