CacheSize; PageFaults
10;72974
11;63748
12;57531
13;52778
14;48610
15;45289
16;42288
17;39977
18;37674
19;35547
20;33234
21;31182
22;29214
23;27141
24;25369
25;23936
26;22418
27;20806
28;19165
29;17637
30;15922
31;13092
32;10805
33;8337
34;6279
35;3906
36;3166
37;2452
38;1936
39;1303
40;840
41;620
42;442
43;297
44;229
45;182
46;143
47;112
48;109
49;99
50;94
51;87
52;84
53;79
54;76
55;75
56;72
57;72
58;71
59;69
60;69
61;68
62;67
63;67
64;67
65;67
66;67
67;67
68;67
