CacheSize; PageFaults
10;98939
11;84170
12;74499
13;66668
14;60264
15;55006
16;50525
17;46432
18;43534
19;41044
20;38304
21;34473
22;31980
23;30021
24;28116
25;25396
26;23787
27;21885
28;18853
29;17746
30;15985
31;13793
32;11240
33;8683
34;6385
35;5304
36;3998
37;3749
38;2883
39;2193
40;1678
41;1352
42;971
43;903
44;594
45;492
46;413
47;312
48;279
49;220
50;197
51;172
52;140
53;119
54;114
55;114
56;110
57;110
58;110
59;110
60;107
61;107
62;79
63;75
64;74
65;72
66;70
67;67
68;67
69;67
