CacheSize; PageFaults
10;72938
11;63726
12;57571
13;52875
14;48645
15;45397
16;42336
17;40047
18;37765
19;35640
20;33326
21;31293
22;29336
23;27211
24;25437
25;24022
26;22519
27;20897
28;19258
29;17736
30;16087
31;13224
32;10962
33;8476
34;6403
35;3949
36;3192
37;2479
38;1998
39;1330
40;858
41;620
42;449
43;304
44;226
45;181
46;146
47;114
48;109
49;100
50;96
51;88
52;83
53;80
54;76
55;73
56;72
57;71
58;71
59;69
60;69
61;68
62;67
63;67
64;67
65;67
66;67
67;67
68;67
69;67
