CacheSize; PageFaults
10;110480
11;86006
12;69269
13;57168
14;49371
15;44129
16;40070
17;36533
18;33637
19;31051
20;28972
21;26770
22;24467
23;22592
24;20635
25;18815
26;17030
27;15279
28;13602
29;11933
30;10224
31;8374
32;6749
33;5506
34;4352
35;3181
36;2521
37;2011
38;1536
39;1263
40;926
41;691
42;568
43;388
44;328
45;236
46;183
47;139
48;138
49;109
50;111
51;96
52;93
53;92
54;84
55;78
56;77
57;84
58;73
59;71
60;71
61;69
62;69
63;68
64;67
65;67
66;67
67;67
68;67
